FIFA,OPTA,Fifa Ovr,Crossing,Finishing,ShortPassing,Dribbling,LongPassing,StandingTackle,SlidingTackle
T. Alderweireld,"Toby Alderweireld Tottenham, 30, D(CR) ",86,64,45,79,62,85,91,86
D. Brooks,"David Brooks Bournemouth, 22, AM(CR) ",73,66,68,74,77,64,31,28
D. Ings,"Danny Ings Southampton, 27, AM(C),FW ",76,62,76,69,77,61,24,27
D. Sánchez,"Davinson Sánchez Tottenham, 23, D(C) ",84,36,40,77,63,67,85,88
C. Paterson,"Callum Paterson Cardiff, 24, D(R),M(CR),FW ",71,70,70,68,66,68,69,68
C. Chambers,"Calum Chambers Fulham, 24, D(CR),DMC ",74,59,46,72,65,63,77,74
F. Delph,"Fabian Delph Manchester City, 29, D(L),M(CL) ",80,74,64,82,77,76,81,79
Sokratis,"Sokratis Arsenal, 31, D(CR) ",84,47,44,60,58,51,87,85
P. Jones,"Phil Jones Manchester United, 27, D(CR),DMC ",79,60,44,73,59,67,81,82
J. McArthur,"James McArthur Crystal Palace, 31, M(CLR) ",76,66,68,78,70,74,72,70
J. Shelvey,"Jonjo Shelvey Newcastle United, 27, M(C) ",78,73,67,84,74,85,65,61
J. Lascelles,"Jamaal Lascelles Newcastle United, 25, D(C) ",78,46,23,65,50,57,77,76
A. Westwood,"Ashley Westwood Burnley, 29, DMC ",75,76,49,80,67,79,72,66
S. March,"Solly March Brighton, 25, M(CLR) ",73,75,66,70,79,64,50,42
C. Smalling,"Chris Smalling Manchester United, 29, D(CR) ",81,52,54,63,59,63,82,80
A. Rüdiger,"Antonio Rüdiger Chelsea, 26, D(CR) ",82,68,27,75,59,72,85,82
B. Gibson,"Ben Gibson Burnley, 26, D(CL) ",74,28,24,65,40,57,75,74
J. Kenny,"Jonjoe Kenny Everton, 22, D(R) ",72,69,28,65,63,60,74,75
R. Snodgrass,"Robert Snodgrass West Ham, 31, AM(CLR) ",76,82,71,74,76,72,56,41
M. Özil,"Mesut Özil Arsenal, 30, M(CLR) ",86,83,73,89,84,82,16,19
K. Zouma,"Kurt Zouma Everton, 24, D(CR) ",79,49,47,63,50,60,78,79
E. Lamela,"Erik Lamela Tottenham, 27, AM(CLR) ",81,78,74,83,86,73,51,42
J. Bennett,"Joe Bennett Cardiff, 29, D(L),M(L) ",72,70,35,70,67,67,73,72
R. Bennett,"Ryan Bennett Wolverhampton Wanderers, 29, D(C) ",73,23,18,65,24,63,75,73
S. Francis,"Simon Francis Bournemouth, 34, D(CR) ",75,72,25,73,67,67,79,76
W. Hoedt,"Wesley Hoedt Celta Vigo, 25, D(C) ",76,40,30,68,58,74,78,74
R. Fredericks,"Ryan Fredericks West Ham, 26, D(R),M(R) ",73,71,47,69,74,60,69,71
N. Matić,"Nemanja Matic Manchester United, 31, DMC ",84,71,64,84,80,83,84,75
Oriol Romeu,"Oriol Romeu Southampton, 27, DMC ",78,37,25,80,59,71,79,74
H. Choudhury,"Hamza Choudhury Leicester, 21, M(C) ",69,43,35,70,61,60,72,69
A. Doucouré,"Abdoulaye Doucouré Watford, 26, M(C) ",81,68,73,82,78,74,83,75
J. Gomez,"Joe Gomez Liverpool, 22, D(CLR) ",78,69,26,72,67,57,80,77
Miguel,"Miguel Almirón Newcastle United, 25, AM(CL),FW ",64,40,65,57,63,43,24,22
A. Barnes,"Ashley Barnes Burnley, 29, AM(CL),FW ",76,66,77,70,74,63,46,39
M. Sissoko,"Moussa Sissoko Tottenham, 30, M(CR) ",77,75,69,79,82,74,75,71
C. Taylor,"Charlie Taylor Burnley, 25, D(L),M(L) ",74,75,49,71,73,67,74,72
J. Ward,"Joel Ward Crystal Palace, 29, D(LR),DMC,M(R) ",73,72,46,69,64,69,77,78
P. Zabaleta,"Pablo Zabaleta West Ham, 34, D(R),DMC,M(R) ",76,74,49,72,71,64,82,79
N. Keïta,"Naby Keita Liverpool, 24, M(C) ",83,62,74,88,88,78,62,61
R. Holding,"Rob Holding Arsenal, 23, D(CR) ",76,52,30,72,62,61,78,76
A. Ogbonna,"Angelo Ogbonna West Ham, 31, D(C) ",77,51,25,68,61,67,81,80
E. Dier,"Eric Dier Tottenham, 25, D(CR),DMC ",80,67,52,77,65,78,81,83
S. Dann,"Scott Dann Crystal Palace, 32, D(C) ",75,30,40,59,38,58,76,75
P. Dummett,"Paul Dummett Newcastle United, 27, D(CL) ",75,61,41,70,65,68,77,81
A. Christensen,"Aaron Mooy Huddersfield, 28, M(C) ",81,49,36,77,68,72,86,84
A. Christensen,"Andreas Christensen Chelsea, 23, D(C),DMC ",81,49,36,77,68,72,86,84
W. Hughes,"Will Hughes Watford, 24, M(CR) ",77,69,67,79,78,73,72,69
L. Dunk,"Lewis Dunk Brighton, 27, D(C) ",78,32,37,71,60,74,76,78
L. Torreira,"Lucas Torreira Arsenal, 23, DMC ",82,74,50,83,78,77,84,75
M. Lanzini,"Manuel Lanzini West Ham, 26, AM(CLR) ",81,74,70,80,87,78,36,25
M. Sakho,"Mamadou Sakho Crystal Palace, 29, D(C) ",79,58,23,77,50,69,82,78
Camarasa,"Víctor Camarasa Cardiff, 25, M(CR) ",76,60,67,78,74,75,73,68
M. Le Marchand,"Maxime Le Marchand Fulham, 29, D(CL) ",74,68,32,75,62,72,76,70
Héctor Bellerín,"Héctor Bellerín Arsenal, 24, D(R),M(R) ",80,76,52,76,75,59,78,80
P. van Aanholt,"Patrick van Aanholt Crystal Palace, 29, D(L),M(L) ",76,65,66,72,76,74,75,76
Montoya,"Martín Montoya Brighton, 28, D(LR) ",77,77,50,73,70,69,73,77
A. Smith,"Adam Smith Bournemouth, 28, D(LR),M(R) ",76,74,43,74,76,63,78,76
M. Schneiderlin,"Morgan Schneiderlin Everton, 29, DMC ",79,65,58,78,68,75,78,77
X. Shaqiri,"Xherdan Shaqiri Liverpool, 27, M(CLR) ",81,78,71,81,86,80,49,48
A. Ramsey,"Aaron Ramsey Arsenal, 28, M(CR) ",82,75,74,84,81,80,70,67
Juan Mata,"Juan Mata Manchester United, 31, AM(CLR) ",83,83,78,85,82,79,31,21
S. Mounié,"Steve Mounie Huddersfield, 24, FW ",75,60,74,67,64,59,35,40
D. Amartey,"Daniel Amartey Leicester, 24, D(R),DMC ",75,62,46,77,70,68,79,73
D. Gosling,"Dan Gosling Bournemouth, 29, M(C) ",74,68,66,78,69,72,69,68
A. Zambo Anguissa,"André-Frank Zambo Anguissa Fulham, 23, DMC ",74,58,42,73,72,65,75,68
B. Davies,"Ben Davies Tottenham, 26, D(CL),M(L) ",81,83,58,79,76,70,83,82
Bruno,"Bruno Ecuele Manga Cardiff, 31, D(CR) ",77,21,23,73,34,68,81,80
J. Wilshere,"Jack Wilshere West Ham, 27, M(CLR) ",79,73,62,84,81,80,64,65
A. Valencia,"Luis Antonio Valencia Manchester United, 34, D(R),M(R) ",81,79,60,81,80,72,82,79
V. Lindelöf,"Victor Lindelöf Manchester United, 25, D(CR) ",79,64,36,79,66,73,80,77
P. Groß,"Pascal Groß Brighton, 28, M(CR) ",77,84,72,80,75,81,62,61
A. Cresswell,"Aaron Cresswell West Ham, 29, D(CL),M(L) ",76,79,53,75,76,69,78,79
M. Albrighton,"Marc Albrighton Leicester, 29, M(LR) ",76,86,67,68,77,78,52,45
C. Wood,"Chris Wood Burnley, 27, FW ",77,46,78,65,66,48,30,29
J. Henderson,"Jordan Henderson Liverpool, 29, M(CLR) ",82,81,67,84,73,84,79,76
J. Schlupp,"Jeffrey Schlupp Crystal Palace, 26, D(L),M(CL) ",73,69,60,71,73,55,70,71
M. Fellaini,"Marouane Fellaini Manchester United, 31, M(C) ",79,61,73,81,67,66,77,60
R. Pereyra,"Roberto Pereyra Watford, 28, M(CLR) ",80,78,74,82,84,75,64,70
A. Masina,"Adam Masina Watford, 25, D(L),M(L) ",74,78,26,69,68,68,74,74
C. Cathcart,"Craig Cathcart Watford, 30, D(CR) ",75,39,29,71,47,62,79,76
P. Bardsley,"Phil Bardsley Burnley, 34, D(LR) ",72,70,47,70,66,64,75,78
Y. Valery,"Yan Valery Southampton, 20, D(R),M(R) ",61,54,32,41,65,30,69,64
C. Benteke,"Christian Benteke Crystal Palace, 28, FW ",76,58,75,64,65,48,25,18
D. Stephens,"Dale Stephens Brighton, 30, M(C) ",76,70,63,79,69,76,75,71
Alberto Moreno,"Alberto Moreno Liverpool, 27, D(L),M(L) ",77,78,59,74,76,64,73,76
J. Bryan,"Joe Bryan Fulham, 25, D(L),M(CL) ",74,67,61,67,71,63,74,73
R. Barkley,"Ross Barkley Chelsea, 25, M(CLR) ",79,65,68,82,85,78,58,51
André Gomes,"André Gomes Everton, 26, M(CLR) ",80,61,65,82,80,81,75,64
G. Murray,"Glenn Murray Brighton, 35, FW ",77,48,83,69,65,55,29,23
S. Ward,"Stephen Ward Burnley, 34, D(L) ",75,73,57,73,71,68,76,75
M. Kovačić,"Mateo Kovacic Chelsea, 25, M(CL) ",83,73,62,87,88,82,75,63
C. Hudson-Odoi,"Callum Hudson-Odoi Chelsea, 18, AM(R) ",70,62,60,69,77,63,33,36
D. Pröpper,"Davy Pröpper Brighton, 28, M(C) ",77,58,62,77,72,71,69,61
M. Noble,"Mark Noble West Ham, 32, M(C) ",76,71,60,77,74,79,74,76
A. Knockaert,"Anthony Knockaert Brighton, 27, AM(LR) ",76,75,71,73,83,64,40,34
Gabriel Jesus,"Gabriel Jesus Manchester City, 22, AM(LR),FW ",83,66,84,76,86,66,23,19
A. Maitland-Niles,"Ainsley Maitland-Niles Arsenal, 22, D(LR),M(CLR) ",71,64,56,74,73,69,66,60
M. Lowton,"Matthew Lowton Burnley, 30, D(LR),M(R) ",77,81,52,75,75,74,77,76
Diogo Dalot,"Diogo Dalot Manchester United, 20, D(LR),M(R) ",72,75,52,69,73,58,68,67
S. Vokes,"Sam Vokes Burnley, 29, FW ",76,59,77,68,65,60,38,29
M. Kelly,"Martin Kelly Crystal Palace, 29, D(CLR) ",75,70,38,68,58,64,77,76
Y. Bissouma,"Yves Bissouma Brighton, 23, M(C) ",72,65,50,73,75,70,72,68
F. Fernández,"Federico Fernández Newcastle United, 30, D(C) ",76,23,26,68,39,58,78,77
A. Iwobi,"Alex Iwobi Arsenal, 23, AM(CLR) ",78,67,64,81,84,63,26,23
D. Odoi,"Denis Odoi Fulham, 31, D(CLR) ",69,64,39,71,71,64,70,66
D. Calvert-Lewin,"Dominic Calvert-Lewin Everton, 22, AM(L),FW ",74,63,69,65,76,40,31,23
C. Christie,"Cyrus Christie Fulham, 26, D(R),M(R) ",72,70,49,67,73,60,73,67
R. Bertrand,"Ryan Bertrand Southampton, 30, D(CL),M(L) ",79,82,50,76,77,70,81,80
K. Mavropanos,"Konstantinos Mavropanos Arsenal, 21, D(C) ",68,37,30,47,41,48,74,72
S. Kolašinac,"Sead Kolasinac Arsenal, 26, D(L),M(L) ",79,77,59,76,73,53,81,80
A. Gunnarsson,"Aron Gunnarsson Cardiff, 30, M(C) ",73,64,57,72,66,71,73,71
C. Kouyaté,"Cheikhou Kouyaté Crystal Palace, 29, D(CR),DMC ",76,53,65,68,68,64,77,75
M. Holgate,"Mason Holgate Everton, 22, D(CR),M(R) ",76,61,37,74,65,70,78,77
J. Hogg,"Jonathan Hogg Huddersfield, 30, DMC ",76,58,54,74,67,69,79,76
A. Mariappa,"Adrian Mariappa Watford, 32, D(CR) ",74,57,27,63,59,61,76,77
Bernard,"Bernard Everton, 26, AM(L) ",80,77,71,76,82,68,39,25
A. Sánchez,"Alexis Sánchez Manchester United, 30, M(CLR),FW ",85,77,80,77,87,75,44,35
J. Lingard,"Jesse Lingard Manchester United, 26, AM(CLR) ",82,74,78,78,83,66,50,44
A. Traoré,"Adama Traoré Monaco, 24, AM(C) ",72,54,52,75,75,70,68,63
C. Fuchs,"Christian Fuchs Leicester, 33, D(CL),M(L) ",75,83,57,78,70,76,78,76
Emerson,"Emerson Real Betis, 20, D(R) ",75,78,43,74,77,66,69,70
A. Schürrle,"André Schürrle Fulham, 28, M(CLR),FW ",77,76,78,75,79,58,39,55
Manquillo,"Javier Manquillo Newcastle United, 25, D(LR),M(R) ",74,73,32,71,71,62,75,74
C. Schindler,"Christopher Schindler Huddersfield, 29, D(C) ",78,49,25,68,42,64,81,78
M. Darmian,"Matteo Darmian Manchester United, 29, D(CLR),M(LR) ",76,69,55,76,74,66,79,78
T. Kongolo,"Terence Kongolo Huddersfield, 25, D(CL) ",78,67,27,72,67,65,80,79
D. Simpson,"Danny Simpson Leicester, 32, D(R) ",74,65,27,64,64,59,79,78
J. Cork,"Jack Cork Burnley, 30, DMC ",78,68,58,80,75,79,79,76
D. Origi,"Divock Origi Liverpool, 24, AM(LR),FW ",77,69,75,74,76,59,24,18
Y. Mina,"Yerry Mina Everton, 24, D(C) ",78,43,51,73,60,52,79,75
Ki Sung Yueng,"Ki Sung-yueng Newcastle United, 30, DMC ",76,73,69,84,74,79,70,71
M. Diamé,"Mohamed Diamé Newcastle United, 32, M(CLR) ",75,62,64,77,76,69,82,73
Morata,"Álvaro Morata Atletico Madrid, 26, AM(L),FW ",82,73,80,78,83,51,14,20
Cédric,"Cédric Soares Southampton, 28, D(R),M(R) ",77,70,57,75,75,69,80,76
Kiko Femenía,"Kiko Femenía Watford, 28, D(R),M(R) ",76,78,55,77,81,54,77,77
H. Winks,"Harry Winks Tottenham, 23, DMC ",77,65,54,83,77,78,71,64
J. Seri,"Jean Michael Seri Fulham, 28, M(C) ",81,72,69,86,78,84,73,65
M. Guendouzi,"Matteo Guendouzi Arsenal, 20, DMC ",71,67,56,74,69,75,69,64
L. Peltier,"Lee Peltier Cardiff, 32, D(CLR),DMC,M(R) ",69,60,40,62,60,55,74,73
J. Murphy,"Josh Murphy Cardiff, 24, AM(LR),FW ",72,69,66,68,78,60,38,39
A. Lallana,"Adam Lallana Liverpool, 31, AM(CLR) ",80,74,72,84,84,76,64,62
Kenedy,"Kenedy Newcastle United, 23, D(L),M(L) ",76,77,65,72,83,66,57,52
Samir,"Samir Nasri West Ham, 32, M(CLR) ",73,63,24,62,58,58,76,74
V. Wanyama,"Victor Wanyama Tottenham, 28, DMC ",80,62,61,77,68,70,85,77
J. Stephens,"Jack Stephens Southampton, 25, D(C) ",74,47,36,72,64,53,77,74
P. Foden,"Phil Foden Manchester City, 19, M(C) ",73,64,61,76,73,70,58,47
K. Sema,"Ken Sema Watford, 25, M(CLR) ",71,66,59,68,76,59,49,48
A. Pritchard,"Alex Pritchard Huddersfield, 26, AM(CLR) ",74,70,67,74,74,72,40,43
M. Elyounoussi,"Mohamed Elyounoussi Southampton, 25, AM(LR) ",79,75,72,82,80,75,31,44
T. Walcott,"Theo Walcott Everton, 30, M(CLR),FW ",79,72,74,72,81,61,39,36
D. Gray,"Demarai Gray Leicester, 23, AM(CLR),FW ",76,69,68,69,84,60,30,23
L. Balogun,"Leon Balogun Brighton, 31, D(CR) ",75,69,30,66,60,60,73,74
S. Armstrong,"Stuart Armstrong Southampton, 27, AM(CL) ",75,64,70,75,75,71,64,61
S. Long,"Shane Long Southampton, 32, AM(R),FW ",73,70,70,62,70,49,27,24
D. Yedlin,"DeAndre Yedlin Newcastle United, 26, D(R),M(R) ",76,69,40,70,75,53,75,72
D. Solanke,"Dominic Solanke Bournemouth, 21, FW ",70,54,71,70,73,58,15,22
J. Ayew,"Jordan Ayew Crystal Palace, 27, AM(CLR),FW ",76,70,75,73,77,60,52,35
B. Kayal,"Beram Kayal Brighton, 31, DMC ",72,65,54,74,72,72,71,68
Fred,"Fred Manchester United, 26, M(C) ",82,67,74,85,79,80,78,69
J. Bacuna,"Juninho Bacuna Huddersfield, 22, M(C) ",70,68,55,70,77,68,54,43
Llorente,"Fernando Llorente Tottenham, 34, FW ",76,44,79,73,67,49,25,15
Bruno,"Bruno Brighton, 38, D(R),M(R) ",77,21,23,73,34,68,81,80
M. Meyer,"Max Meyer Crystal Palace, 23, M(CL),FW ",79,74,63,85,84,75,66,62
S. McTominay,"Scott McTominay Manchester United, 22, DMC ",71,66,58,75,65,69,69,64
L. Vietto,"Luciano Vietto Fulham, 25, AM(R),FW ",76,66,73,72,78,59,40,32
P. Jagielka,"Phil Jagielka Everton, 37, D(CR) ",77,55,30,70,49,66,77,76
A. Lookman,"Ademola Lookman Everton, 21, AM(CLR),FW ",73,65,74,70,85,44,24,25
J. Hoilett,"David Junior Hoilett Cardiff, 29, M(CLR),FW ",74,71,68,68,76,63,39,28
J. Ralls,"Joe Ralls Cardiff, 25, DMC,M(L) ",74,72,67,75,71,74,73,69
S. Davis,"Steven Davis Southampton, 34, M(CLR) ",74,72,58,79,74,75,66,67
C. Coady,"Conor Coady Wolverhampton Wanderers, 26, D(CR),DMC ",74,59,53,74,61,76,74,73
C. Daniels,"Charlie Daniels Bournemouth, 32, D(L),M(L) ",75,75,55,74,74,69,76,75
M. Elneny,"Mohamed Elneny Arsenal, 27, DMC ",77,66,57,80,68,77,74,72
Pedro Obiang,"Pedro Obiang West Ham, 27, DMC ",77,68,50,77,74,79,78,77
C. Atsu,"Christian Atsu Newcastle United, 27, AM(CLR) ",74,65,64,70,76,62,33,32
C. Tosun,"Cenk Tosun Everton, 28, FW ",79,64,79,72,75,60,34,15
Domingos Quina,"Domingos Quina Watford, 19, DMC ",63,54,50,60,68,58,42,36
O. Giroud,"Olivier Giroud Chelsea, 32, FW ",82,64,83,79,70,58,37,20
N. Clyne,"Nathaniel Clyne Bournemouth, 28, D(LR),M(R) ",79,78,54,75,76,66,81,82
A. Mawson,"Alfie Mawson Fulham, 25, D(C) ",75,23,48,68,56,66,75,72
O. Niasse,"Oumar Niasse Cardiff, 29, FW ",75,56,77,64,75,35,23,24
G. Cunningham,"Greg Cunningham Cardiff, 28, D(CL),M(L) ",74,73,55,69,70,67,74,74
R. Ghezzal,"Rachid Ghezzal Leicester, 27, AM(CLR) ",75,74,71,76,80,71,24,23
J. Gorenc Stanković,"Jon Gorenc Stankovic Huddersfield, 23, D(C),DMC ",63,28,43,66,53,56,64,61
R. Sessegnon,"Ryan Sessegnon Fulham, 19, D(L),M(LR) ",75,71,75,74,74,63,68,62
J. Simpson,"Jack Simpson Bournemouth, 22, D(C) ",61,37,30,40,37,36,64,63
Rúben Vinagre,"Rúben Vinagre Wolverhampton Wanderers, 20, M(L) ",66,66,48,67,73,57,55,54
B. Reid,"Bobby De Cordova-Reid Cardiff, 26, M(C),FW ",73,67,74,71,74,64,58,54
D. Sturridge,"Daniel Sturridge Liverpool, 30, M(R),FW ",80,62,83,72,79,62,24,12
M. Obafemi,"Michael Obafemi Southampton, 19, Forward ",63,39,62,55,55,42,23,15
Joselu,"Joselu Newcastle United, 29, FW ",74,58,72,70,71,49,27,20
F. Hadergjonaj,"Florent Hadergjonaj Huddersfield, 25, D(R),M(R) ",74,76,47,72,69,68,73,72
J. Stanislas,"Junior Stanislas Bournemouth, 29, M(CLR) ",75,72,71,74,75,67,27,29
T. Davies,"Tom Davies Everton, 21, M(C) ",75,66,64,80,76,74,69,66
H. Arter,"Harry Arter Cardiff, 29, M(C) ",75,62,66,80,69,77,74,67
D. Welbeck,"Danny Welbeck Arsenal, 28, AM(CLR),FW ",77,69,75,75,78,64,38,33
D. Zappacosta,"Davide Zappacosta Chelsea, 27, D(R),M(R) ",79,81,59,74,76,68,78,79
A. Lennon,"Aaron Lennon Burnley, 32, M(LR) ",76,75,65,73,81,61,50,43
O. Skipp,"Oliver Skipp Tottenham, 18, Midfielder ",64,52,38,70,57,64,64,55
G. Diangana,"Grady Diangana West Ham, 21, AM(R) ",64,56,44,58,71,49,26,23
J. Izquierdo,"José Izquierdo Brighton, 27, AM(L) ",77,70,71,69,81,63,21,30
M. Dembélé,"Mousa Dembélé Tottenham, 32, M(CR) ",76,50,76,68,75,41,14,16
E. Bailly,"Eric Bailly Manchester United, 25, D(CR) ",81,51,33,70,60,56,82,83
K. Harris,"Kadeem Harris Cardiff, 26, AM(LR) ",65,61,54,63,71,52,26,28
T. Mings,"Tyrone Mings Bournemouth, 26, D(CL) ",70,70,35,65,69,59,71,70
N. Mendy,"Nampalys Mendy Leicester, 27, M(C) ",75,67,49,79,71,72,75,74
L. Cook,"Lewis Cook Bournemouth, 22, M(CL) ",77,67,57,79,78,80,71,69
Hélder Costa,"Hélder Costa Wolverhampton Wanderers, 25, AM(CLR) ",75,70,66,67,79,62,35,28
Diego Rico,"Diego Rico Bournemouth, 26, D(L),M(L) ",76,77,38,76,66,57,77,76
A. Gray,"Andre Gray Watford, 28, FW ",76,61,75,67,72,54,23,20
C. Löwe,"Chris Löwe Huddersfield, 30, D(L),M(L) ",73,71,53,70,68,67,71,72
T. Cleverley,"Tom Cleverley Watford, 30, M(CLR) ",76,74,64,77,74,76,71,52
Ivan Cavaleiro,"Ivan Cavaleiro Wolverhampton Wanderers, 25, AM(CLR),FW ",75,72,70,68,79,63,46,36
A. Kamara,"Aboubakar Kamara Fulham, 24, AM(R),FW ",71,41,68,66,67,39,23,21
A. Jahanbakhsh,"Alireza Jahanbakhsh Brighton, 26, AM(CLR) ",77,71,72,72,83,62,37,40
E. Durm,"Erik Durm Huddersfield, 27, D(LR),M(LR) ",75,75,50,66,65,51,71,76
A. Carroll,"Andy Carroll West Ham, 30, FW ",77,60,77,66,67,57,46,43
T. Fosu-Mensah,"Timothy Fosu-Mensah Fulham, 21, D(CR) ",74,64,57,72,63,63,75,76
J. Ibe,"Jordon Ibe Bournemouth, 23, M(CLR) ",74,67,63,70,83,61,45,40
A. Surman,"Andrew Surman Bournemouth, 33, M(CL) ",75,68,63,82,67,77,68,61
I. Success,"Isaac Success Watford, 23, AM(LR),FW ",73,73,69,68,77,55,33,24
Lucas Pérez,"Lucas Pérez West Ham, 30, AM(CR),FW ",78,74,78,75,79,70,24,26
R. van La Parra,"Rajiv van La Parra Huddersfield, 28, AM(LR),FW ",72,64,58,68,82,60,48,36
C. Söyüncü,"Çaglar Söyüncü Leicester, 23, D(C) ",75,46,37,56,57,55,84,80
C. Jenkinson,"Carl Jenkinson Arsenal, 27, D(R) ",69,71,41,66,67,64,73,72
K. Zohore,"Kenneth Zohore Cardiff, 25, FW ",72,38,71,57,67,38,18,11
G. Bong,"Gaëtan Bong Brighton, 31, D(L) ",74,74,29,74,68,70,78,75
J. Puncheon,"Jason Puncheon Huddersfield, 33, M(CLR) ",72,74,66,75,71,74,63,58
T. Ream,"Tim Ream Fulham, 31, D(CL),DMC ",73,61,40,75,67,70,72,69
D. Ward,"Danny Ward Cardiff, 27, AM(CL),FW ",73,13,11,30,19,42,20,18
N. Clyne,"Nathaniel Clyne Bournemouth, 28, D(LR),M(R) ",79,78,54,75,76,66,81,82
H. Nordtveit,"Håvard Nordtveit Hoffenheim, 29, D(CR),DMC ",76,66,40,73,64,77,77,76
L. Baines,"Leighton Baines Everton, 34, D(L),M(L) ",77,84,63,78,75,74,78,77
E. Nketiah,"Eddie Nketiah Arsenal, 20, Forward ",64,33,66,54,65,46,19,15
A. Yarmolenko,"Andriy Yarmolenko West Ham, 29, AM(R) ",80,80,77,78,86,74,35,30
Cesc Fàbregas,"Cesc Fàbregas Monaco, 32, M(CL),FW ",83,85,72,90,79,89,59,58
S. Lichtsteiner,"Stephan Lichtsteiner Arsenal, 35, D(R),M(R) ",79,78,45,77,76,70,80,80
J. Locadia,"Jürgen Locadia Brighton, 25, AM(LR),FW ",75,67,75,72,74,69,34,31
J. Hendrick,"Jeff Hendrick Burnley, 27, M(CR) ",75,70,67,78,76,76,71,69
C. Austin,"Charlie Austin Southampton, 30, FW ",77,56,79,62,66,46,37,22
C. Slattery,"Callum Slattery Southampton, 20, Midfielder ",60,40,55,65,62,55,50,46
Andreas Pereira,"Andreas Pereira Manchester United, 23, AM(CLR) ",78,78,74,80,81,77,65,63
J. Murphy,"Jacob Murphy Newcastle United, 24, AM(LR) ",72,69,66,68,78,60,38,39
M. Gabbiadini,"Manolo Gabbiadini Southampton, 27, AM(CLR),FW ",77,70,79,72,77,64,24,20
R. Brady,"Robbie Brady Burnley, 27, D(L),M(CLR) ",77,80,70,72,78,75,68,71
T. Smith,"Tommy Smith Huddersfield, 27, D(CR) ",73,74,38,70,65,62,74,71
F. Ayité,"Floyd Ayité Fulham, 30, M(CLR),FW ",70,63,66,68,71,59,31,22
Y. Mutō,"Yoshinori Muto Newcastle United, 27, FW ",76,70,76,74,80,59,33,30
F. Andone,"Florin Andone Brighton, 26, FW ",77,62,75,67,70,53,52,38
K. Iheanacho,"Kelechi Iheanacho Leicester, 22, AM(C),FW ",75,49,77,67,77,61,25,23
L. Depoitre,"Laurent Depoitre Huddersfield, 30, FW ",75,42,74,71,64,59,46,38
Iborra,"Vicente Iborra Villarreal, 31, M(C) ",79,53,69,83,70,81,79,74
Adrien Silva,"Adrien Silva Monaco, 30, M(C) ",79,77,67,81,78,80,78,73
M. Gibbs-White,"Morgan Gibbs-White Wolverhampton Wanderers, 19, AM(C) ",67,52,51,73,70,69,49,48
F. Diabaté,"Fousseni Diabaté Leicester, 23, AM(R),FW ",70,64,67,64,76,58,17,14
S. Defour,"Steven Defour Burnley, 31, DMC ",80,77,67,81,78,78,76,71
R. Sobhi,"Ramadan Sobhi Huddersfield, 22, AM(CL) ",74,71,61,76,81,67,47,49
M. Vydra,"Matej Vydra Burnley, 27, AM(CL),FW ",74,64,78,69,70,60,28,34
C. Wickham,"Connor Wickham Crystal Palace, 26, AM(L),FW ",71,62,74,62,67,57,28,20
A. Sørloth,"Alexander Sørloth Crystal Palace, 23, FW ",70,51,72,59,69,51,21,21
Denis Suárez,"Denis Suárez Barcelona, 25, AM(CLR) ",79,77,72,82,83,78,59,42
A. Sabiri,"Abdelhamid Sabiri Huddersfield, 22, AM(L) ",65,58,60,53,76,50,37,39
K. McDonald,"Kevin McDonald Fulham, 30, M(C) ",75,69,54,76,66,71,75,64
Marc Navarro,"Marc Navarro Watford, 24, D(R) ",74,76,53,74,60,65,75,73
M. Rojo,"Marcos Rojo Manchester United, 29, D(CL) ",79,74,50,72,64,73,81,79
J. Willock,"Joe Willock Arsenal, 20, M(C) ",61,44,36,64,62,62,55,51
E. Kachunga,"Elias Kachunga Huddersfield, 27, AM(CLR),FW ",71,66,70,66,72,54,53,32
I. Mbenza,"Isaac Mbenza Huddersfield, 23, AM(LR),FW ",72,72,69,70,73,67,30,25
Léo Bonatini,"Léo Bonatini Wolverhampton Wanderers, 25, FW ",73,65,69,70,72,65,28,31
N. Kebano,"Neeskens Kebano Fulham, 27, AM(LR) ",71,67,70,67,73,61,37,23
M. Britos,"Miguel Britos Watford, 34, D(CL) ",74,43,37,60,47,64,75,72
D. Duhaney,"Demeaco Duhaney Huddersfield, 20, Defender ",61,56,27,51,57,44,59,61
L. Mousset,"Lys Mousset Bournemouth, 23, FW ",70,48,69,57,73,44,20,17
S. Okazaki,"Shinji Okazaki Leicester, 33, AM(CLR),FW ",75,66,70,74,77,63,58,35
A. Diakhaby,"Adama Diakhaby Huddersfield, 23, AM(LR),FW ",73,66,75,72,77,55,17,16
I. Cissé,"Ibrahima Cissé Fulham, 25, DMC ",62,64,32,66,62,61,62,59
D. Williams,"Danny Williams Huddersfield, 30, M(C) ",71,66,66,71,76,67,71,72
N. Chalobah,"Nathaniel Chalobah Watford, 24, DMC ",76,58,55,78,74,79,77,74
O. Niasse,"Oumar Niasse Cardiff, 29, FW ",75,56,77,64,75,35,23,24
A. Richards,"Jazz Richards Cardiff, 28, D(LR),M(R) ",69,68,35,69,65,66,72,71
S. Johansen,"Stefan Johansen Fulham, 28, M(C) ",74,70,69,74,73,73,71,64
C. Sánchez,"Carlos Sánchez West Ham, 33, D(C),M(C) ",77,60,48,78,70,76,79,72
M. Daly,"Matty Daly Huddersfield, 18, Midfielder ",59,55,56,64,62,62,59,57
