Name,Rating,Fifa Ability Overall,Position,Apps,Minutes played,Assists,Yel,Red,Aerials Won per game,Man of the match,Tackles,Interceptions per game,Fouls,Offside won per game,Clearances per game,Dribbled past per game,Outfielder Block Per Game,OwnG,Goals,"Shots per 
game",Dribbles per game,Fouled per game,Offsides per game,Dispossessed per game,Bad control per game,Key passes per game,Passes per game,Pass success percentage,Crosses,Long balls per game,Through balls per game,Unnamed: 32
Milan Skriniar,6.89,85,D(C),35.0,3150.0,1.0,4.0,0.0,2.0,0.0,1.8,0.8,1.2,0.5,3.8,0.6,0.8,1.0,0.0,0.4,0.2,0.8,0.0,0.2,0.5,0.2,68.6,92.6,0.0,3.6,0.0,
Danilo DAmbrosio,6.89,75,"D(CLR), M(LR)",29.0,2581.0,5.0,6.0,0.0,0.9,2.0,2.3,0.9,1.6,0.3,1.0,1.1,0.3,0.0,2.0,0.5,0.4,1.2,0.3,0.6,0.9,1.1,54.5,84.6,0.7,3.0,0.1,
Alessandro Florenzi,6.89,82,"D(R), M(CLR)",24.0,2185.0,2.0,4.0,1.0,0.6,0.0,1.3,1.6,0.5,0.5,1.8,0.7,0.2,0.0,3.0,1.2,0.3,0.8,0.1,0.3,0.6,1.4,39.5,78.2,1.4,2.7,0.1,
Kostas Manolas,6.89,85,D(C),27.0,2328.0,1.0,6.0,0.0,2.5,0.0,1.2,1.9,1.1,1.2,4.3,0.3,0.9,0.0,1.0,0.5,0.1,0.7,0.0,0.0,0.3,0.1,38.4,87.9,0.0,2.7,0.0,
Mattia De Sciglio,6.89,78,"D(LR), M(LR)",19.0,1742.0,1.0,2.0,0.0,1.4,0.0,1.8,1.2,0.7,0.0,2.0,0.5,0.3,0.0,0.0,0.3,0.4,0.6,0.1,0.5,0.6,0.6,45.9,82.8,0.5,3.0,0.0,
Ola Aina,6.88,71,"D(LR), M(LR)",22.0,2160.0,3.0,5.0,0.0,1.4,2.0,1.8,1.3,1.0,0.1,1.2,0.8,0.1,0.0,1.0,0.8,1.0,1.3,0.1,0.8,1.2,0.8,29.2,78.2,0.5,1.4,0.0,
Koffi Djidji,6.87,74,D(CL),16.0,1388.0,0.0,2.0,0.0,1.4,1.0,2.2,1.4,0.8,0.7,3.6,0.5,1.1,0.0,0.0,0.1,0.9,0.2,0.0,0.4,0.6,0.0,34.8,82.9,0.0,2.5,0.0,
Nikola Maksimovic,6.87,78,"D(CR), M(R)",15.0,1375.0,0.0,4.0,0.0,1.6,0.0,1.2,1.6,0.6,0.4,3.1,0.4,0.5,0.0,0.0,0.1,0.2,1.0,0.1,0.1,0.4,0.2,50.4,92.9,0.0,2.7,0.0,
Vitor Hugo,6.87,76,D(C),27.0,2469.0,2.0,7.0,1.0,2.5,1.0,2.1,2.5,1.4,0.6,4.5,0.3,0.4,0.0,0.0,0.5,0.1,0.6,0.0,0.1,0.4,0.2,43.2,87.0,0.0,2.4,0.0,
Ali Adnan,6.87,72,"D(L), M(L)",2.0,166.0,0.0,0.0,0.0,2.0,0.0,0.3,1.0,0.7,0.0,2.0,0.3,0.3,0.0,0.0,1.0,1.7,0.7,0.0,0.3,0.0,1.0,28.3,70.6,1.0,1.3,0.0,
Gianluca Mancini,6.86,71,D(C),25.0,2252.0,2.0,5.0,0.0,2.4,0.0,1.4,1.6,1.2,0.3,2.3,0.4,0.1,0.0,5.0,1.3,0.4,0.5,0.1,0.3,0.4,0.4,44.0,82.8,0.1,1.8,0.0,
Riccardo Gagliolo,6.86,70,D(CL),34.0,3046.0,2.0,7.0,0.0,1.3,1.0,2.0,1.9,0.9,0.2,5.7,1.0,1.0,2.0,0.0,0.6,0.1,1.2,0.0,0.2,0.7,0.5,35.3,76.1,0.1,2.3,0.0,
Alessio Romagnoli,6.86,82,D(CL),32.0,2849.0,0.0,6.0,1.0,2.3,1.0,1.1,1.2,0.6,0.6,5.2,0.1,1.0,1.0,2.0,0.3,0.0,0.4,0.1,0.1,0.4,0.2,55.2,91.2,0.0,2.8,0.0,
Juan Cuadrado,6.85,84,"D(R), M(CLR), FW",14.0,1224.0,2.0,4.0,0.0,0.5,2.0,1.1,1.0,0.8,0.1,0.6,1.0,0.2,0.0,1.0,0.9,1.1,2.2,0.1,0.8,1.2,1.7,41.2,88.1,0.7,2.9,0.0,
Berat Djimsiti,6.85,67,D(C),20.0,1805.0,2.0,3.0,0.0,2.1,0.0,1.3,1.4,0.9,0.5,3.9,0.7,0.5,1.0,1.0,0.4,0.2,0.8,0.0,0.2,0.5,0.3,43.1,90.8,0.0,2.9,0.0,
Lorenzo Tonelli,6.85,77,D(C),17.0,1653.0,0.0,6.0,0.0,2.2,1.0,1.6,1.3,1.3,0.6,4.7,0.2,1.1,1.0,1.0,0.4,0.3,1.9,0.0,0.7,0.3,0.1,62.4,88.7,0.0,2.6,0.0,
Stefan de Vrij,6.85,84,D(C),28.0,2520.0,0.0,2.0,0.0,1.9,0.0,0.9,0.9,0.5,0.6,3.4,0.3,0.8,1.0,2.0,0.6,0.1,0.4,0.0,0.1,0.2,0.2,59.6,91.6,0.0,3.5,0.0,
Ricardo Rodríguez,6.84,80,"D(CL), M(L)",35.0,3052.0,3.0,5.0,0.0,1.2,0.0,1.6,1.1,0.7,0.2,2.1,0.2,0.1,0.0,0.0,0.8,0.3,0.5,0.0,0.5,0.4,0.6,52.4,87.1,0.7,3.6,0.0,
José Luis Palomino,6.84,76,D(C),25.0,2262.0,1.0,5.0,1.0,2.0,0.0,1.6,2.3,1.0,0.5,2.5,0.5,0.6,0.0,1.0,0.3,0.2,0.2,0.0,0.1,0.4,0.2,43.3,88.3,0.1,2.2,0.0,
Rômulo,6.84,76,"D(R), M(CR)",9.0,778.0,1.0,1.0,0.0,0.5,0.0,1.0,0.5,0.9,0.1,0.7,0.2,0.2,0.0,0.0,0.4,1.3,0.8,0.2,0.6,0.6,1.2,32.2,88.2,1.4,0.6,0.0,
Joachim Andersen,6.84,74,D(C),32.0,2880.0,1.0,7.0,0.0,2.3,0.0,1.3,1.1,1.0,1.0,4.5,0.4,0.5,0.0,0.0,0.4,0.5,0.4,0.0,0.2,0.3,0.3,63.4,88.8,0.0,5.9,0.0,
Davide Calabria,6.84,78,"D(LR), M(R)",22.0,1954.0,1.0,5.0,0.0,0.5,0.0,3.0,1.2,0.5,0.2,2.2,1.2,0.0,0.0,1.0,0.4,0.5,0.7,0.0,0.6,1.0,0.8,47.4,83.1,0.5,1.9,0.0,
Daniele Rugani,6.84,82,D(C),15.0,1350.0,0.0,3.0,0.0,2.7,0.0,0.5,1.1,1.9,0.5,3.4,0.2,0.9,0.0,2.0,0.6,0.0,0.3,0.0,0.3,0.2,0.0,51.5,90.0,0.0,2.1,0.0,
Thiago Cionek,6.83,72,D(CR),29.0,2548.0,3.0,12.0,2.0,2.0,1.0,2.5,1.8,1.7,0.5,4.2,0.9,0.7,0.0,0.0,0.5,0.1,1.2,0.0,0.4,0.7,0.5,47.6,80.9,0.3,2.8,0.0,
Fabrizio Cacciatore,6.82,73,D(LR),7.0,584.0,2.0,2.0,0.0,0.6,0.0,1.3,1.0,1.1,0.3,2.1,0.6,0.6,0.0,0.0,0.4,0.3,0.3,0.0,0.1,0.4,0.9,44.3,80.6,0.9,2.9,0.0,
Danilo,6.82,75,D(C),35.0,3081.0,0.0,4.0,0.0,2.9,0.0,1.1,1.1,0.7,0.5,5.1,0.3,1.1,0.0,1.0,0.3,0.1,0.5,0.1,0.0,0.1,0.3,41.9,77.2,0.1,4.9,0.0,
Luiz Felipe,6.81,74,D(C),15.0,1292.0,1.0,4.0,0.0,1.4,1.0,1.6,1.6,1.2,0.2,3.2,0.4,0.9,0.0,1.0,0.5,0.2,0.7,0.1,0.2,0.5,0.2,40.0,84.3,0.1,2.6,0.0,
Cristian Romero,6.81,64,D(C),27.0,2339.0,2.0,10.0,2.0,2.3,1.0,2.3,1.4,1.4,0.4,4.4,0.5,1.0,0.0,2.0,0.7,0.6,0.8,0.0,0.2,0.6,0.1,30.1,81.0,0.0,2.1,0.0,
Raúl Albiol,6.81,84,D(C),19.0,1712.0,0.0,4.0,0.0,2.4,0.0,0.8,1.0,0.5,0.6,4.5,0.4,0.8,0.0,1.0,0.2,0.1,0.4,0.0,0.1,0.3,0.3,56.4,89.4,0.1,6.6,0.1,
Rafael Tolói,6.81,78,D(C),20.0,1748.0,3.0,1.0,0.0,1.3,0.0,1.3,1.6,0.4,0.6,2.6,0.4,0.4,1.0,1.0,1.2,0.4,0.7,0.0,0.4,0.6,0.6,56.1,85.1,0.0,3.2,0.1,
Mohamed Fares,6.81,69,"D(L), M(L)",32.0,2947.0,0.0,12.0,0.0,1.2,3.0,1.8,1.5,1.5,0.2,1.7,0.8,0.1,0.0,3.0,1.6,1.0,1.1,0.0,1.1,1.5,1.1,32.1,78.4,0.9,0.9,0.0,
Leonardo Bonucci,6.8,86,D(C),27.0,2471.0,0.0,2.0,0.0,1.7,0.0,0.6,1.3,0.5,0.2,2.8,0.1,0.7,0.0,3.0,0.5,0.1,0.8,0.1,0.1,0.3,0.3,55.7,86.6,0.1,5.7,0.0,
Daniele De Rossi,6.8,83,"D(C), M(C)",15.0,1273.0,2.0,3.0,0.0,0.5,0.0,0.9,1.4,0.7,0.0,1.8,0.6,0.7,0.0,1.0,0.3,0.1,0.5,0.1,0.1,0.2,0.9,51.4,87.5,0.1,4.2,0.2,
Pol Lirola,6.78,74,"D(R), M(R)",32.0,2976.0,6.0,2.0,0.0,0.5,0.0,1.0,0.9,0.4,0.3,2.3,0.4,0.1,2.0,2.0,0.5,1.2,0.3,0.1,0.8,0.9,1.1,39.5,78.8,0.7,1.4,0.0,
Kevin Bonifazi,6.78,71,D(C),26.0,2303.0,1.0,2.0,0.0,1.6,2.0,1.5,1.3,0.7,0.6,2.6,0.7,0.8,0.0,2.0,0.4,0.9,0.7,0.0,0.7,0.9,0.3,44.7,87.6,0.1,2.3,0.0,
Mattia Bani,6.76,67,D(C),29.0,2612.0,0.0,7.0,1.0,3.1,2.0,2.2,1.9,1.0,0.4,5.4,0.4,1.1,1.0,0.0,0.4,0.0,1.1,0.1,0.2,0.5,0.1,41.2,81.0,0.0,3.8,0.0,
Giovanni Di Lorenzo,6.75,72,"D(R), M(R)",37.0,3330.0,3.0,8.0,0.0,1.0,2.0,1.8,1.0,1.2,0.3,1.8,0.5,0.4,0.0,5.0,0.6,0.8,1.5,0.1,1.2,1.1,1.1,48.0,80.1,0.5,1.6,0.1,
Rômulo,6.74,76,"D(R), M(CR)",17.0,1358.0,2.0,0.0,1.0,0.2,0.0,1.5,1.1,1.1,0.2,0.9,0.6,0.2,0.0,1.0,0.8,1.0,1.1,0.2,0.3,1.1,1.4,30.1,79.3,1.4,1.3,0.0,
Omar Colley,6.74,76,D(C),21.0,1765.0,0.0,0.0,0.0,2.4,0.0,0.9,1.0,0.8,1.5,4.9,0.0,0.8,0.0,0.0,0.3,0.2,0.3,0.1,0.2,0.2,0.2,52.6,88.0,0.0,2.9,0.0,
Federico Peluso,6.74,72,"D(CL), M(L)",14.0,1356.0,0.0,5.0,0.0,1.9,1.0,1.4,1.4,0.6,0.9,4.0,0.2,0.2,0.0,1.0,0.1,0.3,0.9,0.0,0.1,0.1,0.0,50.6,84.7,0.1,2.3,0.0,
Marvin Zeegelaar,6.73,75,"D(L), M(L)",10.0,955.0,0.0,5.0,1.0,1.4,0.0,2.5,1.4,1.4,0.1,2.7,0.7,0.2,0.0,0.0,0.1,1.3,0.5,0.1,0.5,1.0,0.4,24.3,86.3,0.2,0.8,0.0,
Mateo Musacchio,6.73,80,D(C),29.0,2610.0,0.0,2.0,0.0,1.0,0.0,1.4,1.0,0.9,0.5,3.8,0.3,0.7,0.0,1.0,0.4,0.1,0.6,0.1,0.2,0.2,0.3,60.0,90.0,0.0,2.8,0.0,
Francesco Vicari,6.72,73,D(C),26.0,2339.0,1.0,6.0,0.0,1.8,1.0,1.0,1.2,0.5,1.1,4.9,0.4,0.9,0.0,2.0,0.3,0.0,0.4,0.0,0.1,0.0,0.1,36.1,88.3,0.0,2.3,0.0,
Darijo Srna,6.72,80,D(R),24.0,2090.0,4.0,6.0,1.0,1.3,0.0,0.9,0.7,0.9,0.3,2.0,0.2,0.2,0.0,0.0,0.4,0.4,2.8,0.0,0.5,0.8,1.7,47.0,81.2,1.6,3.3,0.1,
Elseid Hysaj,6.72,81,D(LR),24.0,2109.0,2.0,4.0,0.0,1.1,0.0,1.5,0.9,0.9,0.3,1.6,0.9,0.1,0.0,0.0,0.5,0.7,0.7,0.0,0.8,1.0,0.6,57.8,86.0,0.2,2.2,0.0,
Gian Marco Ferrari,6.72,75,D(C),31.0,2790.0,0.0,9.0,0.0,2.0,1.0,1.3,1.1,1.2,0.5,2.9,0.1,0.6,0.0,4.0,0.7,0.1,0.8,0.0,0.2,0.5,0.2,60.6,86.7,0.0,2.9,0.0,
Bruno Alves,6.72,71,D(C),33.0,2924.0,1.0,8.0,1.0,3.2,2.0,0.5,0.9,0.9,0.2,6.3,0.1,0.8,1.0,4.0,0.5,0.1,0.4,0.0,0.0,0.2,0.3,36.8,78.9,0.1,5.1,0.0,
Federico Dimarco,6.72,64,D(L),10.0,894.0,0.0,4.0,0.0,0.4,0.0,1.7,1.2,1.0,0.2,1.3,0.8,0.5,0.0,1.0,1.0,0.8,0.5,0.1,1.1,0.9,0.7,24.8,76.5,0.6,1.8,0.0,
Stefan Radu,6.72,80,D(CL),28.0,2254.0,1.0,5.0,0.0,1.3,0.0,1.5,1.5,1.1,0.0,2.8,0.5,0.5,0.0,0.0,0.3,0.3,0.8,0.0,0.5,0.8,0.3,44.2,85.6,0.4,1.6,0.0,
Ibrahima Mbaye,6.72,73,"D(LR), M(LR)",22.0,2009.0,0.0,5.0,0.0,1.6,0.0,2.1,0.8,1.5,0.3,2.4,0.6,0.5,0.0,2.0,0.6,0.2,1.0,0.0,0.5,0.8,0.2,32.4,78.5,0.2,1.4,0.0,
Davide Biraschi,6.7,71,D(CR),32.0,2844.0,0.0,3.0,1.0,1.8,3.0,1.7,1.9,1.1,0.4,2.9,0.5,0.4,1.0,0.0,0.3,1.4,0.9,0.0,0.5,0.7,0.3,32.4,68.2,0.3,2.1,0.0,
Lorenzo De Silvestri,6.7,75,"D(R), M(R)",30.0,2427.0,4.0,2.0,0.0,2.4,0.0,0.5,0.7,1.0,0.1,2.0,0.5,0.1,0.0,2.0,0.9,0.2,0.6,0.2,0.6,1.2,0.9,26.8,68.0,0.9,0.7,0.0,
Bartosz Bereszynski,6.69,74,D(R),24.0,2199.0,2.0,5.0,1.0,0.6,0.0,1.7,1.1,0.9,0.6,1.7,1.0,0.3,0.0,0.0,0.3,0.9,1.1,0.0,0.7,0.7,0.4,48.8,83.9,0.3,1.4,0.1,
Mário Rui,6.69,79,D(L),17.0,1419.0,1.0,4.0,0.0,0.2,1.0,1.2,1.1,0.9,0.2,1.5,0.6,0.2,0.0,1.0,1.1,0.6,0.9,0.2,0.7,0.9,1.3,54.2,84.5,0.7,2.1,0.1,
"William Troost0,00Ekong",6.68,73,"D(C), D(C)",35.0,3067.0,0.0,4.0,0.0,2.9,0.0,0.9,1.2,0.8,0.4,5.5,0.3,1.2,0.0,0.0,0.2,0.1,0.3,0.0,0.2,0.3,0.1,32.3,81.5,0.0,3.3,0.0,
Jacopo Sala,6.67,72,"D(R), M(CR)",16.0,1517.0,1.0,5.0,0.0,0.5,0.0,1.9,1.0,1.0,0.2,1.7,0.9,0.1,0.0,0.0,0.4,0.5,0.8,0.0,0.6,0.8,0.9,47.3,85.3,0.3,1.6,0.1,
Alex Ferrari,6.67,70,D(CR),6.0,540.0,0.0,2.0,0.0,2.2,1.0,1.7,1.5,0.5,1.2,4.2,0.3,0.7,0.0,0.0,0.0,0.0,0.7,0.0,0.2,1.3,0.0,52.2,88.2,0.2,3.8,0.0,
Sebastien De Maio,6.67,77,D(C),13.0,1174.0,0.0,0.0,1.0,2.4,0.0,0.7,0.8,0.6,0.1,5.6,0.6,1.1,0.0,1.0,0.8,0.3,0.3,0.1,0.0,0.3,0.2,25.4,77.4,0.1,2.3,0.0,
Bram Nuytinck,6.67,74,D(C),24.0,2128.0,0.0,4.0,1.0,1.4,1.0,1.9,1.1,0.9,0.1,4.4,0.3,1.0,0.0,0.0,0.2,0.1,0.1,0.0,0.1,0.3,0.2,32.6,81.7,0.0,2.7,0.0,
Federico Ceccherini,6.66,72,D(C),11.0,994.0,0.0,3.0,0.0,2.1,0.0,0.9,1.4,1.1,0.2,2.5,0.3,0.5,0.0,0.0,0.1,0.4,1.3,0.1,0.1,0.5,0.2,38.5,85.6,0.1,2.3,0.1,
Bartosz Salamon,6.65,71,D(C),19.0,1724.0,0.0,3.0,0.0,2.3,1.0,0.9,1.4,1.0,0.6,7.1,0.4,1.0,0.0,0.0,0.6,0.1,0.4,0.0,0.1,0.2,0.1,38.6,82.1,0.0,2.8,0.0,
Francisco Sierralta,6.65,63,Defender,2.0,266.0,0.0,2.0,0.0,2.7,1.0,1.8,0.7,1.2,0.2,4.3,0.3,0.2,1.0,0.0,0.3,0.3,0.5,0.0,0.2,0.3,0.3,15.0,67.8,0.0,1.3,0.0,
Júnior Tavares,6.65,65,"D(L), M(L)",2.0,184.0,0.0,1.0,0.0,0.7,0.0,0.7,0.7,1.3,0.0,0.3,0.7,0.0,0.0,0.0,0.3,1.0,1.3,0.0,1.7,0.0,0.7,60.7,92.9,0.7,1.7,0.0,
Arturo Calabresi,6.64,71,D(CR),16.0,1414.0,0.0,8.0,0.0,0.9,0.0,2.5,1.8,1.0,0.3,3.3,0.9,0.2,0.0,1.0,0.1,0.5,0.6,0.1,0.4,0.5,0.6,33.7,79.9,0.4,2.2,0.0,
Marlon Santos,6.64,73,D(C),18.0,1511.0,0.0,3.0,0.0,1.2,1.0,1.6,1.4,1.1,1.2,2.0,0.3,0.7,0.0,1.0,0.3,0.2,0.4,0.0,0.1,0.4,0.2,57.7,93.6,0.1,3.3,0.1,
Luca Ceppitelli,6.63,72,D(C),24.0,2054.0,1.0,6.0,0.0,2.5,0.0,1.7,0.8,0.9,0.8,4.5,0.4,1.0,1.0,1.0,0.6,0.1,0.6,0.0,0.1,0.2,0.1,50.2,82.9,0.0,4.6,0.0,
Emiliano Moretti,6.63,75,D(CL),22.0,2010.0,0.0,5.0,0.0,1.6,0.0,1.3,1.0,1.1,0.5,2.4,0.3,0.3,0.0,0.0,0.0,0.1,1.0,0.0,0.2,0.2,0.1,44.0,85.6,0.1,2.8,0.0,
Lorenzo Ariaudo,6.62,72,D(C),19.0,1684.0,0.0,2.0,0.0,2.7,0.0,1.1,0.7,0.8,0.4,5.4,0.2,1.1,1.0,0.0,0.3,0.2,1.2,0.1,0.1,0.1,0.2,33.4,83.0,0.0,2.4,0.0,
Edoardo Goldaniga,6.62,74,D(C),29.0,2610.0,1.0,6.0,0.0,2.3,1.0,1.5,2.0,1.6,0.3,3.9,0.4,0.6,0.0,1.0,0.4,0.2,1.2,0.1,0.2,0.5,0.2,34.4,75.3,0.1,2.6,0.0,
Ignazio Abate,6.62,77,"D(R), M(R)",15.0,1306.0,0.0,4.0,0.0,0.7,0.0,1.8,0.9,0.7,0.1,2.2,0.4,0.3,0.0,0.0,0.1,0.2,0.3,0.0,0.1,0.4,0.4,42.4,83.7,0.3,1.9,0.0,
Nicolò Brighenti,6.61,71,D(C),11.0,990.0,0.0,4.0,0.0,1.6,1.0,2.5,2.8,1.5,0.2,3.2,0.7,0.7,0.0,0.0,0.3,0.1,1.7,0.0,0.2,0.5,0.2,47.2,77.8,0.1,2.0,0.1,
Rogerio,6.61,79,"D(L), M(L)",29.0,2670.0,2.0,9.0,1.0,0.8,1.0,1.7,1.1,0.8,0.2,2.6,0.8,0.2,0.0,1.0,0.4,0.6,0.8,0.1,0.6,1.2,0.6,40.6,82.5,0.5,1.9,0.0,
Paolo Faragò,6.61,71,"D(R), DMC, M(R)",17.0,1697.0,1.0,7.0,1.0,1.9,0.0,1.7,0.6,1.3,0.0,1.3,1.2,0.1,0.0,1.0,0.8,0.5,0.9,0.0,0.8,1.2,0.8,28.2,76.5,0.6,1.0,0.0,
Charalampos Lykogiannis,6.61,66,"D(L), M(L)",9.0,829.0,1.0,1.0,0.0,1.2,0.0,1.3,1.7,0.8,0.3,2.3,0.5,0.3,0.0,0.0,0.6,0.4,0.1,0.1,0.5,0.7,0.7,26.6,68.3,0.7,1.6,0.0,
Wallace,6.61,77,D(C),14.0,1234.0,0.0,3.0,0.0,1.7,0.0,1.1,1.9,1.1,0.6,3.3,0.6,0.4,2.0,0.0,0.6,0.2,0.6,0.0,0.1,0.5,0.2,45.1,84.7,0.1,3.8,0.1,
Alex Berenguer,6.6,76,"D(LR), M(CL)",15.0,1479.0,3.0,4.0,0.0,0.5,0.0,1.0,0.3,0.9,0.0,0.3,0.7,0.0,0.0,2.0,0.7,1.1,1.1,0.1,1.6,1.7,1.2,19.3,77.1,0.7,0.8,0.0,
Andrea Masiello,6.6,79,D(CR),22.0,1842.0,2.0,5.0,0.0,1.4,1.0,1.2,1.8,0.6,0.5,1.9,0.5,0.3,1.0,0.0,0.3,0.0,0.8,0.1,0.2,0.3,0.3,52.3,87.6,0.0,3.8,0.0,
Jacob Rasmussen,6.6,67,"D(C), DMC",10.0,1017.0,1.0,3.0,0.0,2.6,0.0,1.3,0.9,0.6,0.6,3.6,0.6,0.9,0.0,0.0,0.2,0.2,0.4,0.0,0.1,0.4,0.2,45.6,88.3,0.0,3.4,0.0,
Hidde ter Avest,6.6,69,"D(R), M(R)",12.0,981.0,1.0,0.0,0.0,0.7,0.0,2.0,0.8,0.3,0.1,1.7,0.5,0.2,0.0,0.0,0.2,0.3,0.5,0.0,0.5,0.6,0.6,29.3,73.2,0.5,0.7,0.0,
Giancarlo González,6.59,77,D(C),8.0,742.0,1.0,2.0,0.0,2.5,0.0,1.1,1.0,0.7,0.0,3.4,0.3,0.9,0.0,0.0,0.2,0.0,0.1,0.1,0.3,0.3,0.3,27.4,76.6,0.0,2.7,0.0,
Felipe,6.59,75,D(CL),27.0,2364.0,2.0,13.0,0.0,1.7,0.0,1.2,0.6,1.1,0.4,2.8,0.5,0.6,0.0,3.0,0.5,0.2,0.4,0.0,0.1,0.2,0.3,41.0,86.7,0.1,2.5,0.0,
Marco Capuano,6.58,71,D(CL),27.0,2313.0,0.0,4.0,0.0,2.3,1.0,2.0,1.3,0.7,0.3,3.7,0.7,1.1,0.0,0.0,0.3,0.1,0.4,0.0,0.2,0.5,0.2,43.1,83.6,0.0,1.9,0.0,
Matías Silvestre,6.58,75,D(C),34.0,3060.0,0.0,6.0,0.0,2.7,0.0,0.9,0.6,0.6,0.9,4.7,0.3,0.7,1.0,2.0,0.3,0.0,0.6,0.0,0.1,0.1,0.2,44.0,84.4,0.0,4.6,0.0,
Davide Santon,6.57,76,D(LR),11.0,1005.0,1.0,0.0,0.0,0.5,0.0,0.8,0.9,0.9,0.1,0.9,0.2,0.4,0.0,0.0,0.2,0.8,0.6,0.0,0.2,0.8,0.8,33.0,87.3,0.4,0.9,0.1,
Mitchell Dijks,6.57,71,"D(L), M(L)",23.0,2027.0,0.0,5.0,1.0,1.8,0.0,1.2,0.9,1.8,0.0,1.6,0.9,0.0,0.0,1.0,0.4,1.3,1.4,0.1,0.9,1.4,0.6,27.2,76.2,0.4,1.1,0.0,
Luca Rossettini,6.57,76,D(CR),20.0,1822.0,0.0,5.0,0.0,1.9,0.0,1.2,1.7,0.7,0.6,5.4,0.2,0.7,0.0,0.0,0.2,0.0,0.4,0.0,0.2,0.0,0.0,38.2,85.2,0.0,3.4,0.0,
Luka Krajnc,6.57,71,D(C),9.0,790.0,0.0,3.0,0.0,2.8,0.0,1.1,1.2,0.6,0.7,4.6,0.1,0.3,0.0,0.0,0.3,0.3,0.4,0.0,0.0,0.0,0.1,41.4,81.2,0.1,2.2,0.0,
Andrea Conti,6.56,75,"D(R), M(R)",4.0,495.0,2.0,3.0,0.0,0.8,0.0,0.8,1.3,0.9,0.2,0.8,0.6,0.0,0.0,0.0,0.0,0.4,0.3,0.1,0.0,0.2,0.5,24.2,83.4,0.6,0.7,0.0,
Filip Helander,6.56,75,D(C),19.0,1712.0,0.0,6.0,0.0,2.6,0.0,2.1,0.7,1.4,0.4,3.7,0.2,0.8,0.0,0.0,0.5,0.2,0.3,0.0,0.3,0.3,0.1,37.9,79.5,0.0,2.5,0.0,
Simone Iacoponi,6.56,68,D(CR),38.0,3350.0,0.0,4.0,0.0,1.5,0.0,1.6,1.0,0.9,0.3,3.6,0.5,0.7,0.0,0.0,0.3,0.3,0.8,0.0,0.3,0.8,0.3,30.1,72.8,0.0,2.3,0.0,
Vlad Chiriches,6.56,78,D(CR),3.0,149.0,0.0,0.0,0.0,1.3,0.0,0.7,0.3,0.7,1.0,0.3,0.7,0.7,0.0,0.0,0.3,0.7,0.3,0.0,0.0,0.7,0.0,43.7,93.9,0.0,4.0,0.0,
Fabio Pisacane,6.55,72,D(CLR),24.0,2266.0,1.0,6.0,0.0,1.8,0.0,1.2,0.8,1.0,0.7,3.9,0.5,0.9,0.0,1.0,0.3,0.1,0.7,0.0,0.2,0.5,0.2,42.0,83.9,0.0,2.5,0.0,
Ervin Zukanovic,6.55,75,D(CL),22.0,1960.0,0.0,5.0,0.0,2.1,0.0,1.1,0.8,0.8,0.5,3.7,0.5,0.4,0.0,0.0,0.8,0.1,0.5,0.0,0.2,0.1,0.3,39.6,85.0,0.3,2.4,0.0,
Miranda,6.55,85,D(C),14.0,1161.0,0.0,3.0,0.0,1.6,0.0,0.8,1.1,1.4,0.4,3.2,0.3,0.5,0.0,0.0,0.3,0.1,0.6,0.1,0.1,0.5,0.1,58.8,89.6,0.0,3.9,0.0,
Koray Günter,6.54,70,D(C),8.0,833.0,0.0,1.0,0.0,1.9,0.0,1.3,1.3,0.4,0.4,2.4,0.5,0.5,0.0,0.0,0.2,0.0,0.6,0.1,0.0,0.1,0.4,25.1,83.5,0.1,2.3,0.1,
Jens Stryger Larsen,6.54,73,"D(CLR), M(R)",36.0,3236.0,4.0,6.0,0.0,0.8,0.0,1.2,0.7,0.4,0.1,2.3,0.6,0.2,0.0,1.0,0.4,0.3,0.4,0.1,0.7,0.8,0.9,39.4,79.6,0.6,1.8,0.0,
Alessandro Bastoni,6.54,67,D(C),18.0,1686.0,0.0,2.0,0.0,1.6,2.0,1.0,0.9,0.7,0.4,3.7,0.4,0.8,0.0,1.0,0.1,0.2,0.8,0.0,0.1,0.1,0.0,26.1,81.5,0.0,2.5,0.1,
Juan Jesus,6.53,77,D(CL),15.0,1400.0,0.0,4.0,0.0,1.2,0.0,1.9,0.8,0.9,1.1,1.9,0.7,0.6,1.0,1.0,0.1,0.2,0.4,0.0,0.2,0.1,0.1,41.1,92.0,0.1,3.0,0.0,
Filippo Romagna,6.52,72,D(C),16.0,1473.0,0.0,2.0,0.0,1.9,0.0,0.8,1.1,0.4,0.7,3.7,0.2,0.7,0.0,0.0,0.3,0.0,0.8,0.0,0.0,0.2,0.0,37.5,88.4,0.0,2.4,0.0,
Vincent Laurini,6.52,74,D(R),10.0,921.0,0.0,4.0,0.0,1.4,0.0,0.9,0.9,1.1,0.1,1.8,0.3,0.3,0.0,0.0,0.1,0.7,1.4,0.0,0.6,0.5,0.5,29.7,79.8,0.7,2.1,0.0,
Pawel Jaroszynski,6.52,65,"D(L), M(L)",15.0,1350.0,0.0,2.0,0.0,1.2,0.0,1.5,1.3,1.1,0.1,1.9,0.8,0.2,0.0,0.0,0.3,0.5,0.9,0.0,0.3,0.9,0.7,33.1,72.0,0.7,1.9,0.1,
