Name,Rating,Fifa Ability Overall,Position,Apps,Minutes played,Assists,Yel,Red,Pass success percentage,Aerials Won per game,Man of the match,Tackles,Interceptions per game,Fouls,Offside won per game,Clearances per game,Dribbled past per game,Outfielder Block Per Game,OwnG,Goals,"Shots per
game",Dribbles per game,Fouled per game,Offsides per game,Dispossessed per game,Bad control per game,Key passes per game,Passes per game,Pass success percentage.1,Crosses,Long balls per game,Through balls per game
Rade Krunic,6.91,73,AM(C),33,2784,7,7,0,80.8,1.5,2,1.2,0.6,1.4,0.0,0.9,0.8,0.4,0,5,1.6,1.4,2.3,0.0,1.1,2.2,1.6,39.4,80.8,0.1,1.3,0.2
Hans Hateboer,6.91,75,"D(R), M(R)",33,2973,5,5,0,84.5,1.9,1,1.3,0.7,0.9,0.2,1.1,0.5,0.1,0,5,0.8,0.4,0.4,0.1,0.9,1.0,1.4,45.1,84.5,0.5,0.9,0.0
Stefano Sensi,6.91,72,AM(C),23,1980,4,8,0,89.5,0.4,1,1.3,1.2,0.9,0.0,0.5,0.9,0.3,0,2,1.3,0.7,2.4,0.0,1.0,1.2,1.9,48.1,89.5,1.1,2.6,0.1
Cédric Soares,6.9,77,"D(R), M(R)",3,259,1,0,0,80.1,1.0,0,2.0,0.5,0.5,0.0,0.5,0.8,0.3,0,0,1.0,0.0,1.0,0.0,0.3,1.3,1.5,39.0,80.1,2.0,1.3,0.0
Faouzi Ghoulam,6.9,81,D(L),12,1153,3,2,0,89.3,2.0,0,0.6,0.5,0.8,0.1,0.8,0.1,0.1,0,1,0.6,0.1,1.1,0.2,0.2,0.6,1.6,49.6,89.3,1.4,1.4,0.1
Milan Skriniar,6.89,85,D(C),35,3150,1,4,0,92.6,2.0,0,1.8,0.8,1.2,0.5,3.8,0.6,0.8,1,0,0.4,0.2,0.8,0.0,0.2,0.5,0.2,68.6,92.6,0.0,3.6,0.0
Danilo DAmbrosio,6.89,75,"D(CLR), M(LR)",29,2581,5,6,0,84.6,0.9,2,2.3,0.9,1.6,0.3,1.0,1.1,0.3,0,2,0.5,0.4,1.2,0.3,0.6,0.9,1.1,54.5,84.6,0.7,3.0,0.1
Alessandro Florenzi,6.89,82,"D(R), M(CLR)",24,2185,2,4,1,78.2,0.6,0,1.3,1.6,0.5,0.5,1.8,0.7,0.2,0,3,1.2,0.3,0.8,0.1,0.3,0.6,1.4,39.5,78.2,1.4,2.7,0.1
Jonathan Bamba,7.02,73,"AM(LR), FW",35,3011,3,4,0,79.6,0.7,3,0.8,1.1,0.7,0.0,0.2,0.7,0.0,0,13,1.8,0.9,1.7,0.1,2.2,2.1,1.1,30.1,79.6,0.3,0.9,0.2
Radja Nainggolan,6.89,85,M(C),22,1972,3,3,0,84.3,0.6,1,1.2,0.3,1.1,0.0,0.2,0.5,0.1,0,6,2.4,0.9,0.9,0.1,1.6,1.9,1.4,33.1,84.3,0.3,1.8,0.1
Kostas Manolas,6.89,85,D(C),27,2328,1,6,0,87.9,2.5,0,1.2,1.9,1.1,1.2,4.3,0.3,0.9,0,1,0.5,0.1,0.7,0.0,0.0,0.3,0.1,38.4,87.9,0.0,2.7,0.0
Mattia De Sciglio,6.89,78,"D(LR), M(LR)",19,1742,1,2,0,82.8,1.4,0,1.8,1.2,0.7,0.0,2.0,0.5,0.3,0,0,0.3,0.4,0.6,0.1,0.5,0.6,0.6,45.9,82.8,0.5,3.0,0.0
Pietro Terracciano,6.88,71,GK,8,720,0,0,0,76.8,0.0,2,0.0,0.1,0.0,0.0,0.9,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,25.4,76.8,0.0,4.5,0.0
Soualiho Meité,6.88,76,AM(C),30,2663,4,7,1,82.2,2.4,1,1.3,0.8,1.7,0.0,0.6,0.7,0.2,0,2,0.9,1.5,1.5,0.0,1.3,1.9,0.9,32.8,82.2,0.2,1.6,0.1
Juan Musso,6.88,74,GK,29,2610,0,4,0,56.1,0.5,4,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0,0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,26.4,56.1,0.0,9.2,0.0
Lucas Biglia,6.88,82,DMC,13,1115,0,3,0,90.4,0.6,1,3.8,1.4,1.3,0.1,1.3,1.6,0.2,0,1,0.4,0.2,1.0,0.0,0.8,0.6,0.8,51.9,90.4,0.1,3.6,0.0
Cristhian Stuani,7.03,80,"AM(CLR), FW",30,2731,0,9,0,68.2,3.7,5,0.7,0.1,2.8,0.0,1.1,0.5,0.0,0,19,2.4,0.4,2.3,0.8,1.2,1.9,0.4,15.7,68.2,0.0,0.2,0.0
Daniele Baselli,6.88,79,M(C),27,2390,1,5,0,80.2,0.7,0,1.9,1.0,1.4,0.0,0.8,0.8,0.2,0,4,1.2,0.7,1.0,0.0,1.0,1.5,1.3,34.1,80.2,0.7,1.4,0.1
Ola Aina,6.88,71,"D(LR), M(LR)",22,2160,3,5,0,78.2,1.4,2,1.8,1.3,1.0,0.1,1.2,0.8,0.1,0,1,0.8,1.0,1.3,0.1,0.8,1.2,0.8,29.2,78.2,0.5,1.4,0.0
Koffi Djidji,6.87,74,D(CL),16,1388,0,2,0,82.9,1.4,1,2.2,1.4,0.8,0.7,3.6,0.5,1.1,0,0,0.1,0.9,0.2,0.0,0.4,0.6,0.0,34.8,82.9,0.0,2.5,0.0
Sofiane Boufal,7.03,77,"AM(CLR), FW",25,2100,3,6,0,80.0,0.5,1,1.0,0.3,1.2,0.0,0.2,0.9,0.0,0,3,1.5,4.1,1.7,0.0,1.8,2.6,1.1,22.9,80.0,0.3,0.8,0.1
Riccardo Orsolini,6.87,73,AM(R),19,1957,5,2,0,69.4,1.2,2,1.1,0.4,0.7,0.0,0.5,0.9,0.1,0,8,1.9,0.9,1.5,0.4,0.7,1.7,0.6,17.9,69.4,0.7,0.8,0.0
Nikola Maksimovic,6.87,78,"D(CR), M(R)",15,1375,0,4,0,92.9,1.6,0,1.2,1.6,0.6,0.4,3.1,0.4,0.5,0,0,0.1,0.2,1.0,0.1,0.1,0.4,0.2,50.4,92.9,0.0,2.7,0.0
Vitor Hugo,6.87,76,D(C),27,2469,2,7,1,87.0,2.5,1,2.1,2.5,1.4,0.6,4.5,0.3,0.4,0,0,0.5,0.1,0.6,0.0,0.1,0.4,0.2,43.2,87.0,0.0,2.4,0.0
Ali Adnan,6.87,72,"D(L), M(L)",2,166,0,0,0,70.6,2.0,0,0.3,1.0,0.7,0.0,2.0,0.3,0.3,0,0,1.0,1.7,0.7,0.0,0.3,0.0,1.0,28.3,70.6,1.0,1.3,0.0
Silvio Proto,6.87,76,GK,2,180,0,1,0,67.8,1.0,0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,29.5,67.8,0.0,9.5,0.0
Gianluca Mancini,6.86,71,D(C),25,2252,2,5,0,82.8,2.4,0,1.4,1.6,1.2,0.3,2.3,0.4,0.1,0,5,1.3,0.4,0.5,0.1,0.3,0.4,0.4,44.0,82.8,0.1,1.8,0.0
Riccardo Gagliolo,6.86,70,D(CL),34,3046,2,7,0,76.1,1.3,1,2.0,1.9,0.9,0.2,5.7,1.0,1.0,2,0,0.6,0.1,1.2,0.0,0.2,0.7,0.5,35.3,76.1,0.1,2.3,0.0
Renaud Ripart,7.03,70,"D(R), M(L), FW",34,3009,4,2,0,73.3,2.6,3,2.0,0.7,1.0,0.1,1.9,1.2,0.2,0,8,1.8,0.4,1.8,0.2,1.3,2.2,0.8,25.8,73.3,0.3,0.7,0.1
Alessio Romagnoli,6.86,82,D(CL),32,2849,0,6,1,91.2,2.3,1,1.1,1.2,0.6,0.6,5.2,0.1,1.0,1,2,0.3,0.0,0.4,0.1,0.1,0.4,0.2,55.2,91.2,0.0,2.8,0.0
Luigi Sepe,6.85,75,GK,37,3330,0,1,0,59.3,0.4,3,0.0,0.1,0.0,0.0,0.8,0.0,0.0,1,0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,29.1,59.3,0.0,9.5,0.0
Aleksandar Mitrovic,7.03,77,FW,37,3282,3,7,0,72.0,6.5,4,0.5,0.2,1.6,0.0,1.4,0.3,0.2,0,11,3.5,0.6,1.6,0.9,2.6,3.0,0.8,27.7,72.0,0.0,0.4,0.1
Berat Djimsiti,6.85,67,D(C),20,1805,2,3,0,90.8,2.1,0,1.3,1.4,0.9,0.5,3.9,0.7,0.5,1,1,0.4,0.2,0.8,0.0,0.2,0.5,0.3,43.1,90.8,0.0,2.9,0.0
Marko Pajac,6.85,70,M(L),9,742,2,5,0,83.3,0.1,1,0.7,0.7,0.9,0.1,1.6,0.6,0.0,0,2,0.9,0.9,0.9,0.0,1.0,0.9,1.0,27.6,83.3,0.8,1.3,0.0
Blaise Matuidi,6.85,85,M(CL),29,2428,2,5,0,87.6,0.8,0,1.9,0.8,1.1,0.0,0.5,0.5,0.3,0,3,0.6,0.6,0.8,0.2,0.6,1.3,0.7,39.6,87.6,0.1,1.6,0.0
Joaquín Correa,7.03,78,"AM(CL), FW",18,1919,6,5,0,86.1,0.6,1,0.6,0.1,0.8,0.0,0.2,0.4,0.1,0,5,2.1,2.1,1.2,0.2,0.8,1.7,1.7,25.1,86.1,0.2,0.5,0.1
Lorenzo Tonelli,6.85,77,D(C),17,1653,0,6,0,88.7,2.2,1,1.6,1.3,1.3,0.6,4.7,0.2,1.1,1,1,0.4,0.3,1.9,0.0,0.7,0.3,0.1,62.4,88.7,0.0,2.6,0.0
Stefan de Vrij,6.85,84,D(C),28,2520,0,2,0,91.6,1.9,0,0.9,0.9,0.5,0.6,3.4,0.3,0.8,1,2,0.6,0.1,0.4,0.0,0.1,0.2,0.2,59.6,91.6,0.0,3.5,0.0
Gianluigi Donnarumma,6.85,82,GK,36,3092,0,4,0,80.1,0.3,4,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,26.9,80.1,0.0,5.6,0.0
Roberto Soriano,6.85,77,AM(CL),17,1494,2,5,0,81.6,1.5,0,1.6,0.2,1.6,0.0,0.6,0.9,0.1,0,2,1.8,1.1,1.0,0.1,1.4,1.7,1.5,35.2,81.6,0.3,0.7,0.1
Marco Parolo,6.85,82,M(C),28,2562,3,7,0,78.1,1.9,0,2.0,0.8,1.3,0.0,1.4,1.1,0.3,0,4,1.8,0.1,0.4,0.1,0.6,1.0,0.9,30.2,78.1,0.3,1.2,0.0
Ricardo Rodríguez,6.84,80,"D(CL), M(L)",35,3052,3,5,0,87.1,1.2,0,1.6,1.1,0.7,0.2,2.1,0.2,0.1,0,0,0.8,0.3,0.5,0.0,0.5,0.4,0.6,52.4,87.1,0.7,3.6,0.0
Gaetan Laborde,7.04,76,"AM(C), FW",35,2916,4,1,1,67.4,2.9,3,1.0,0.2,0.9,0.0,0.7,0.4,0.1,0,11,2.4,1.2,1.0,0.2,1.7,2.5,1.0,24.1,67.4,0.1,0.4,0.1
Rodrigo Bentancur,6.84,77,M(C),21,1996,3,7,1,87.2,1.1,1,1.7,1.4,1.3,0.0,1.2,0.7,0.3,0,2,0.6,0.6,0.5,0.1,0.7,0.9,0.8,39.0,87.2,0.3,2.1,0.0
Wojciech Szczesny,6.84,85,GK,28,2520,0,0,0,79.2,0.1,0,0.1,0.0,0.0,0.0,0.6,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1,79.2,0.0,6.3,0.0
José Luis Palomino,6.84,76,D(C),25,2262,1,5,1,88.3,2.0,0,1.6,2.3,1.0,0.5,2.5,0.5,0.6,0,1,0.3,0.2,0.2,0.0,0.1,0.4,0.2,43.3,88.3,0.1,2.2,0.0
Rômulo,6.84,76,"D(R), M(CR)",9,778,1,1,0,88.2,0.5,0,1.0,0.5,0.9,0.1,0.7,0.2,0.2,0,0,0.4,1.3,0.8,0.2,0.6,0.6,1.2,32.2,88.2,1.4,0.6,0.0
Joachim Andersen,6.84,74,D(C),32,2880,1,7,0,88.8,2.3,0,1.3,1.1,1.0,1.0,4.5,0.4,0.5,0,0,0.4,0.5,0.4,0.0,0.2,0.3,0.3,63.4,88.8,0.0,5.9,0.0
Davide Calabria,6.84,78,"D(LR), M(R)",22,1954,1,5,0,83.1,0.5,0,3.0,1.2,0.5,0.2,2.2,1.2,0.0,0,1,0.4,0.5,0.7,0.0,0.6,1.0,0.8,47.4,83.1,0.5,1.9,0.0
Daniele Rugani,6.84,82,D(C),15,1350,0,3,0,90.0,2.7,0,0.5,1.1,1.9,0.5,3.4,0.2,0.9,0,2,0.6,0.0,0.3,0.0,0.3,0.2,0.0,51.5,90.0,0.0,2.1,0.0
Thiago Cionek,6.83,72,D(CR),29,2548,3,12,2,80.9,2.0,1,2.5,1.8,1.7,0.5,4.2,0.9,0.7,0,0,0.5,0.1,1.2,0.0,0.4,0.7,0.5,47.6,80.9,0.3,2.8,0.0
Stefano Okaka,7.04,74,FW,11,972,1,4,0,71.6,3.4,1,0.8,0.0,2.4,0.0,0.9,0.4,0.1,0,6,1.1,1.6,1.8,0.4,2.7,2.5,1.1,14.1,71.6,0.0,0.3,0.0
Salomón Rondón,7.05,77,FW,30,2609,7,1,0,69.9,4.6,1,0.3,0.2,0.7,0.0,1.2,0.6,0.1,0,11,2.8,0.6,0.8,0.6,2.4,3.1,1.0,23.0,69.9,0.1,0.3,0.1
Fabrizio Cacciatore,6.82,73,D(LR),7,584,2,2,0,80.6,0.6,0,1.3,1.0,1.1,0.3,2.1,0.6,0.6,0,0,0.4,0.3,0.3,0.0,0.1,0.4,0.9,44.3,80.6,0.9,2.9,0.0
Danilo,6.82,75,D(C),35,3081,0,4,0,77.2,2.9,0,1.1,1.1,0.7,0.5,5.1,0.3,1.1,0,1,0.3,0.1,0.5,0.1,0.0,0.1,0.3,41.9,77.2,0.1,4.9,0.0
Kevin De Bruyne,7.05,91,"M(CLR), FW",11,978,2,2,0,83.7,0.3,2,1.2,0.2,0.5,0.1,0.1,0.7,0.1,0,2,1.6,1.0,0.8,0.1,0.7,1.2,1.9,38.2,83.7,1.1,2.4,0.2
Luiz Felipe,6.81,74,D(C),15,1292,1,4,0,84.3,1.4,1,1.6,1.6,1.2,0.2,3.2,0.4,0.9,0,1,0.5,0.2,0.7,0.1,0.2,0.5,0.2,40.0,84.3,0.1,2.6,0.0
Cristian Romero,6.81,64,D(C),27,2339,2,10,2,81.0,2.3,1,2.3,1.4,1.4,0.4,4.4,0.5,1.0,0,2,0.7,0.6,0.8,0.0,0.2,0.6,0.1,30.1,81.0,0.0,2.1,0.0
Raúl Albiol,6.81,84,D(C),19,1712,0,4,0,89.4,2.4,0,0.8,1.0,0.5,0.6,4.5,0.4,0.8,0,1,0.2,0.1,0.4,0.0,0.1,0.3,0.3,56.4,89.4,0.1,6.6,0.1
Luis Alberto,7.05,82,"AM(CL), FW",25,2003,5,5,0,82.0,0.6,3,2.0,0.4,0.9,0.0,0.3,1.3,0.1,0,4,2.5,0.9,0.9,0.1,1.6,1.8,2.9,47.4,82.0,1.6,2.7,0.1
Bryan Cristante,6.81,78,M(C),26,2421,3,10,0,82.2,1.9,1,1.8,0.8,1.8,0.0,1.3,0.9,0.1,0,4,1.2,0.9,0.4,0.0,1.0,0.8,0.8,36.9,82.2,0.1,2.1,0.1
Rafael Tolói,6.81,78,D(C),20,1748,3,1,0,85.1,1.3,0,1.3,1.6,0.4,0.6,2.6,0.4,0.4,1,1,1.2,0.4,0.7,0.0,0.4,0.6,0.6,56.1,85.1,0.0,3.2,0.1
Lucas Castro,6.81,78,AM(CLR),10,900,3,1,0,80.0,0.8,1,1.5,1.4,1.4,0.0,0.5,1.3,0.3,0,1,0.8,0.6,0.8,0.2,1.8,2.5,1.3,36.8,80.0,0.8,0.9,0.0
Mohamed Fares,6.81,69,"D(L), M(L)",32,2947,0,12,0,78.4,1.2,3,1.8,1.5,1.5,0.2,1.7,0.8,0.1,0,3,1.6,1.0,1.1,0.0,1.1,1.5,1.1,32.1,78.4,0.9,0.9,0.0
Amin Younes,6.8,75,AM(CL),6,498,2,1,0,90.3,0.1,1,0.9,0.2,1.3,0.0,0.0,0.3,0.0,0,3,1.1,1.5,1.3,0.2,0.7,0.8,0.8,25.8,90.3,0.0,0.6,0.0
Leonardo Bonucci,6.8,86,D(C),27,2471,0,2,0,86.6,1.7,0,0.6,1.3,0.5,0.2,2.8,0.1,0.7,0,3,0.5,0.1,0.8,0.1,0.1,0.3,0.3,55.7,86.6,0.1,5.7,0.0
Christian Kouamé,7.05,71,"AM(L), FW",33,3072,5,4,0,66.0,5.2,1,0.8,0.7,0.9,0.0,0.6,0.3,0.1,0,4,2.3,1.1,2.2,0.5,2.1,2.7,1.3,23.8,66.0,0.2,0.4,0.0
Daniele De Rossi,6.8,83,"D(C), M(C)",15,1273,2,3,0,87.5,0.5,0,0.9,1.4,0.7,0.0,1.8,0.6,0.7,0,1,0.3,0.1,0.5,0.1,0.1,0.2,0.9,51.4,87.5,0.1,4.2,0.2
Salvador Ichazo,6.8,64,GK,2,250,0,0,0,53.8,0.3,0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,53.8,0.0,9.0,0.0
Orestis Karnezis,6.79,79,GK,9,810,0,0,0,63.8,0.2,0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0,0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,23.0,63.8,0.0,3.4,0.0
Karol Linetty,6.79,76,M(C),30,2519,3,11,0,84.1,0.7,0,2.3,0.8,1.4,0.0,0.4,1.7,0.1,0,3,1.1,0.6,1.6,0.0,1.1,1.9,0.9,39.1,84.1,0.1,1.2,0.1
Simone Missiroli,6.78,75,AM(C),33,2750,0,9,0,82.9,2.1,1,1.7,1.4,0.9,0.1,1.3,0.7,0.3,0,0,0.4,0.6,1.6,0.0,0.7,0.9,0.8,44.0,82.9,0.2,1.6,0.0
Pol Lirola,6.78,74,"D(R), M(R)",32,2976,6,2,0,78.8,0.5,0,1.0,0.9,0.4,0.3,2.3,0.4,0.1,2,2,0.5,1.2,0.3,0.1,0.8,0.9,1.1,39.5,78.8,0.7,1.4,0.0
Samir Handanovic,6.78,73,GK,38,3420,0,0,0,80.9,0.2,0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,25.3,80.9,0.0,4.9,0.0
Giovani Lo Celso,7.06,80,"AM(C), FW",27,2401,4,5,0,82.9,0.5,4,1.6,0.5,1.1,0.0,0.3,0.8,0.0,0,9,2.0,2.0,2.1,0.0,1.7,2.2,0.8,44.5,82.9,0.1,1.3,0.2
Kevin Bonifazi,6.78,71,D(C),26,2303,1,2,0,87.6,1.6,2,1.5,1.3,0.7,0.6,2.6,0.7,0.8,0,2,0.4,0.9,0.7,0.0,0.7,0.9,0.3,44.7,87.6,0.1,2.3,0.0
Alex Meret,6.77,75,GK,13,1151,0,0,1,73.8,0.3,0,0.0,0.0,0.1,0.0,0.7,0.0,0.0,0,0,0.0,0.0,0.3,0.0,0.0,0.1,0.0,22.1,73.8,0.0,3.7,0.0
Manuel Locatelli,6.77,75,M(C),21,1851,4,7,0,87.3,0.8,1,1.5,0.9,1.2,0.0,1.0,0.6,0.1,0,2,1.1,0.7,1.0,0.0,0.9,1.4,1.4,40.8,87.3,0.3,1.6,0.1
Loïc Mbe Soh,7.07,88,"Forward, Forward",2,180,0,0,0,91.3,3.5,0,0.0,1.5,0.5,1.0,2.5,1.5,1.0,0,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,63.5,91.3,0.0,0.5,0.0
Thomas Strakosha,6.76,81,GK,35,3150,0,4,0,64.9,0.3,3,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0,0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,26.3,64.9,0.0,6.7,0.0
Luca Cigarini,6.76,75,M(C),20,1688,1,9,0,80.0,0.6,0,2.2,1.0,1.3,0.0,1.5,1.4,0.2,0,0,0.8,0.4,0.7,0.0,0.5,0.4,1.3,51.8,80.0,1.2,3.4,0.1
Gastón Ramírez,6.76,79,AM(CLR),19,1587,4,6,1,78.7,1.1,2,1.4,0.4,1.6,0.0,0.9,0.7,0.1,0,4,1.0,0.7,1.3,0.1,1.8,1.3,1.2,29.4,78.7,0.8,0.9,0.1
Mattia Bani,6.76,67,D(C),29,2612,0,7,1,81.0,3.1,2,2.2,1.9,1.0,0.4,5.4,0.4,1.1,1,0,0.4,0.0,1.1,0.1,0.2,0.5,0.1,41.2,81.0,0.0,3.8,0.0
Sami Khedira,6.75,85,M(C),8,711,1,0,0,85.8,0.5,0,1.0,0.5,0.5,0.0,0.6,0.4,0.3,0,2,1.7,0.0,0.5,0.0,0.4,0.8,0.6,35.1,85.8,0.1,0.4,0.0
Giovanni Di Lorenzo,6.75,72,"D(R), M(R)",37,3330,3,8,0,80.1,1.0,2,1.8,1.0,1.2,0.3,1.8,0.5,0.4,0,5,0.6,0.8,1.5,0.1,1.2,1.1,1.1,48.0,80.1,0.5,1.6,0.1
Matías Vecino,6.75,80,M(C),23,2017,1,8,0,82.4,1.8,1,1.7,0.6,1.4,0.0,0.7,0.9,0.3,0,3,1.5,0.5,1.0,0.1,0.5,0.9,0.7,36.8,82.4,0.1,1.1,0.0
Rômulo,6.74,76,"D(R), M(CR)",17,1358,2,0,1,79.3,0.2,0,1.5,1.1,1.1,0.2,0.9,0.6,0.2,0,1,0.8,1.0,1.1,0.2,0.3,1.1,1.4,30.1,79.3,1.4,1.3,0.0
Omar Colley,6.74,76,D(C),21,1765,0,0,0,88.0,2.4,0,0.9,1.0,0.8,1.5,4.9,0.0,0.8,0,0,0.3,0.2,0.3,0.1,0.2,0.2,0.2,52.6,88.0,0.0,2.9,0.0
Federico Peluso,6.74,72,"D(CL), M(L)",14,1356,0,5,0,84.7,1.9,1,1.4,1.4,0.6,0.9,4.0,0.2,0.2,0,1,0.1,0.3,0.9,0.0,0.1,0.1,0.0,50.6,84.7,0.1,2.3,0.0
Nicolò Barella,6.73,77,AM(C),35,3112,3,8,2,81.8,0.6,1,2.8,1.1,1.7,0.0,0.6,1.5,0.1,0,1,1.5,1.2,2.3,0.1,1.8,3.2,1.2,51.7,81.8,0.6,2.9,0.1
Marvin Zeegelaar,6.73,75,"D(L), M(L)",10,955,0,5,1,86.3,1.4,0,2.5,1.4,1.4,0.1,2.7,0.7,0.2,0,0,0.1,1.3,0.5,0.1,0.5,1.0,0.4,24.3,86.3,0.2,0.8,0.0
Pepe Reina,6.73,83,GK,2,328,0,0,0,69.8,0.5,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,69.8,0.0,5.0,0.0
Rolando Mandragora,6.73,75,DMC,33,2921,2,8,1,84.4,1.5,0,1.9,1.2,1.3,0.0,1.5,1.3,0.3,0,3,1.3,0.1,1.1,0.0,0.4,0.7,0.8,32.3,84.4,0.4,1.6,0.0
Mateo Musacchio,6.73,80,D(C),29,2610,0,2,0,90.0,1.0,0,1.4,1.0,0.9,0.5,3.8,0.3,0.7,0,1,0.4,0.1,0.6,0.1,0.2,0.2,0.3,60.0,90.0,0.0,2.8,0.0
Francesco Vicari,6.72,73,D(C),26,2339,1,6,0,88.3,1.8,1,1.0,1.2,0.5,1.1,4.9,0.4,0.9,0,2,0.3,0.0,0.4,0.0,0.1,0.0,0.1,36.1,88.3,0.0,2.3,0.0
Darijo Srna,6.72,80,D(R),24,2090,4,6,1,81.2,1.3,0,0.9,0.7,0.9,0.3,2.0,0.2,0.2,0,0,0.4,0.4,2.8,0.0,0.5,0.8,1.7,47.0,81.2,1.6,3.3,0.1
Elseid Hysaj,6.72,81,D(LR),24,2109,2,4,0,86.0,1.1,0,1.5,0.9,0.9,0.3,1.6,0.9,0.1,0,0,0.5,0.7,0.7,0.0,0.8,1.0,0.6,57.8,86.0,0.2,2.2,0.0
Gian Marco Ferrari,6.72,75,D(C),31,2790,0,9,0,86.7,2.0,1,1.3,1.1,1.2,0.5,2.9,0.1,0.6,0,4,0.7,0.1,0.8,0.0,0.2,0.5,0.2,60.6,86.7,0.0,2.9,0.0
Bruno Alves,6.72,71,D(C),33,2924,1,8,1,78.9,3.2,2,0.5,0.9,0.9,0.2,6.3,0.1,0.8,1,4,0.5,0.1,0.4,0.0,0.0,0.2,0.3,36.8,78.9,0.1,5.1,0.0
Valon Behrami,6.72,76,M(C),17,1368,0,6,0,82.1,1.3,1,3.4,0.9,2.4,0.0,1.3,1.4,0.6,0,1,0.5,0.3,1.8,0.0,0.9,0.8,0.3,24.4,82.1,0.0,0.3,0.0
Federico Dimarco,6.72,64,D(L),10,894,0,4,0,76.5,0.4,0,1.7,1.2,1.0,0.2,1.3,0.8,0.5,0,1,1.0,0.8,0.5,0.1,1.1,0.9,0.7,24.8,76.5,0.6,1.8,0.0
Stefan Radu,6.72,80,D(CL),28,2254,1,5,0,85.6,1.3,0,1.5,1.5,1.1,0.0,2.8,0.5,0.5,0,0,0.3,0.3,0.8,0.0,0.5,0.8,0.3,44.2,85.6,0.4,1.6,0.0
Ibrahima Mbaye,6.72,73,"D(LR), M(LR)",22,2009,0,5,0,78.5,1.6,0,2.1,0.8,1.5,0.3,2.4,0.6,0.5,0,2,0.6,0.2,1.0,0.0,0.5,0.8,0.2,32.4,78.5,0.2,1.4,0.0
Raúl Jiménez,7.07,78,FW,36,3125,7,4,0,72.8,2.1,4,0.8,0.7,1.1,0.0,1.0,0.4,0.1,0,13,2.9,0.9,1.0,0.9,1.8,2.5,1.1,27.9,72.8,0.2,0.9,0.1
Edgar Barreto,6.71,73,M(C),9,784,2,2,0,81.3,0.3,0,2.3,1.4,1.6,0.0,0.3,1.3,0.3,0,0,0.7,0.1,0.8,0.1,0.5,1.0,0.8,39.7,81.3,0.3,1.5,0.1
Jonathan Calleri,7.08,77,FW,33,2878,2,6,0,59.1,6.0,7,0.6,0.2,2.1,0.0,1.6,0.7,0.2,0,9,2.4,1.2,2.1,0.4,2.2,3.4,0.9,20.3,59.1,0.3,0.4,0.0
Marco Sportiello,6.71,78,GK,35,3150,0,5,0,62.1,0.2,3,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0,0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,28.6,62.1,0.0,5.9,0.0
Lukas Lerager,6.71,75,DMC,13,1124,0,4,0,75.2,1.9,1,2.4,1.3,1.9,0.0,0.8,2.1,0.1,0,1,1.1,0.3,1.6,0.1,0.8,0.4,1.3,28.2,75.2,0.5,0.9,0.0
Andrea Consigli,6.71,82,GK,36,3214,0,2,1,69.5,0.3,3,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0,0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,28.2,69.5,0.0,6.3,0.0
Paulo Dybala,7.08,89,"AM(CR), FW",24,2137,4,2,0,89.3,0.1,4,0.6,0.5,0.6,0.0,0.0,0.5,0.1,0,5,2.2,1.7,2.2,0.2,1.4,2.4,1.7,39.1,89.3,0.9,3.7,0.1
Danilo Cataldi,6.71,75,M(C),4,572,1,2,0,84.3,0.2,0,1.0,0.6,0.5,0.1,0.5,0.6,0.0,0,2,1.1,0.5,0.3,0.1,0.2,0.6,1.2,28.8,84.3,1.0,1.2,0.0
Federico Mattiello,6.71,73,M(LR),16,1334,1,2,1,76.6,1.0,0,1.9,1.2,0.9,0.0,2.2,0.5,0.2,0,1,0.6,0.5,0.7,0.1,0.6,1.6,1.1,25.4,76.6,1.1,1.5,0.1
